card_id,kiosk_name,dormant_proba,risk_level,top_category,trigger,message,bonus_sums,send_day,channel
CARD-05906,REGION-046,0.687,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-16275,REGION-057,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-16959,REGION-039,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-07838,REGION-006,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-00207,REGION-018,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-03746,REGION-062,0.687,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-04128,REGION-004,0.687,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-01020,REGION-007,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-16319,REGION-073,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-03907,REGION-024,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-06079,REGION-043,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-09263,REGION-012,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-12622,REGION-016,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-05968,REGION-022,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-09850,REGION-046,0.687,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-04027,REGION-032,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-07965,REGION-017,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-04085,REGION-054,0.687,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-12436,REGION-070,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-09032,REGION-027,0.687,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-01469,REGION-063,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-03981,REGION-070,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-11714,REGION-023,0.687,HIGH,Пополнение через АТМ - Kапитал Банк,atm_fee_waiver,Без комиссии на пополнение через банкомат Капитал Банк!,0,3,push
CARD-05099,REGION-008,0.687,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-06063,REGION-036,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-13635,REGION-023,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-04108,REGION-046,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-09698,REGION-003,0.687,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-09844,REGION-051,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-01624,REGION-055,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-13231,REGION-032,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-11498,REGION-006,0.687,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-03678,REGION-032,0.687,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-15719,REGION-008,0.687,HIGH,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,3,push
CARD-01731,REGION-066,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-13858,REGION-008,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-12812,REGION-029,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-07624,REGION-006,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-08703,REGION-075,0.687,HIGH,Кэш кредит Nasiya - пополнение,nasiya_loyalty,Бонус 500 сум за регулярное погашение Nasiya!,500,3,push
CARD-10212,REGION-023,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-13985,REGION-015,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-16241,REGION-048,0.687,HIGH,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,3,push
CARD-11977,REGION-003,0.687,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-11780,REGION-024,0.678,HIGH,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,3,push
CARD-07901,REGION-009,0.678,HIGH,Снятие наличных в АТМ - Kапитал Банк,atm_fee_waiver,Без комиссии на снятие в банкоматах Капитал Банк!,0,3,push
CARD-09849,REGION-059,0.678,HIGH,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,3,push
CARD-14690,REGION-042,0.678,HIGH,Снятие наличных в АТМ - Kапитал Банк,atm_fee_waiver,Без комиссии на снятие в банкоматах Капитал Банк!,0,3,push
CARD-03079,REGION-009,0.678,HIGH,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,3,push
CARD-04331,REGION-063,0.678,HIGH,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,3,push
CARD-14120,REGION-003,0.678,HIGH,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,3,push
CARD-07561,REGION-016,0.678,HIGH,Снятие наличных в АТМ - Kапитал Банк,atm_fee_waiver,Без комиссии на снятие в банкоматах Капитал Банк!,0,3,push
CARD-14382,REGION-016,0.678,HIGH,Снятие наличных в АТМ - Kапитал Банк,atm_fee_waiver,Без комиссии на снятие в банкоматах Капитал Банк!,0,3,push
CARD-13494,REGION-055,0.678,HIGH,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,3,push
CARD-02486,REGION-067,0.678,HIGH,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,3,push
CARD-05698,REGION-003,0.678,HIGH,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,3,push
CARD-12829,REGION-027,0.678,HIGH,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,3,push
CARD-04711,REGION-075,0.678,HIGH,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,3,push
CARD-09994,REGION-071,0.678,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-15842,REGION-003,0.678,HIGH,Снятие наличных в АТМ - Kапитал Банк,atm_fee_waiver,Без комиссии на снятие в банкоматах Капитал Банк!,0,3,push
CARD-13253,REGION-003,0.678,HIGH,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,3,push
CARD-09605,REGION-004,0.678,HIGH,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,3,push
CARD-02323,REGION-036,0.678,HIGH,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,3,push
CARD-00400,REGION-003,0.678,HIGH,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,3,push
CARD-00122,REGION-033,0.678,HIGH,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,3,push
CARD-01638,REGION-003,0.678,HIGH,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,3,push
CARD-07308,REGION-009,0.678,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-10370,REGION-058,0.678,HIGH,Снятие наличных в АТМ - Kапитал Банк,atm_fee_waiver,Без комиссии на снятие в банкоматах Капитал Банк!,0,3,push
CARD-10539,REGION-022,0.678,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-14162,REGION-038,0.591,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-07001,REGION-004,0.591,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-13054,REGION-036,0.591,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-03578,REGION-040,0.591,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-16271,REGION-039,0.591,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-14469,REGION-023,0.591,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-07336,REGION-063,0.591,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-07306,REGION-059,0.591,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-11131,REGION-069,0.591,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-14128,REGION-027,0.591,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-09428,REGION-046,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-14801,REGION-042,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-12984,REGION-009,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-09598,REGION-046,0.554,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-16047,REGION-009,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-16008,REGION-003,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-06978,REGION-046,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-02531,REGION-046,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-00998,REGION-046,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-14711,REGION-046,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-01024,REGION-071,0.554,HIGH,Перевод внутри страны - списание,transfer_bonus,Бонус 1% на переводы другим — отправляйте с выгодой!,100,3,push
CARD-14741,REGION-046,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-00004,REGION-061,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-14740,REGION-032,0.554,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-01793,REGION-045,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-15999,REGION-030,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-12771,REGION-031,0.554,HIGH,Перевод внутри страны - списание,transfer_bonus,Бонус 1% на переводы другим — отправляйте с выгодой!,100,3,push
CARD-01782,REGION-050,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-04971,REGION-013,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-04982,REGION-044,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-07501,REGION-070,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-02002,REGION-070,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-16422,REGION-068,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-10344,REGION-016,0.554,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-01677,REGION-039,0.554,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-07707,REGION-009,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-10141,REGION-016,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-07737,REGION-009,0.554,HIGH,Перевод внутри страны - списание,transfer_bonus,Бонус 1% на переводы другим — отправляйте с выгодой!,100,3,push
CARD-12277,REGION-004,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-01617,REGION-057,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-01593,REGION-023,0.554,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-10476,REGION-046,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-15968,REGION-058,0.554,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-05339,REGION-033,0.554,HIGH,Возвраты/отмены - Оплаты,general_cashback,"Кэшбэк 2% на все оплаты — больше транзакций, больше выгоды!",100,3,push
CARD-00067,REGION-057,0.554,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-15247,REGION-061,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-12743,REGION-071,0.554,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-10547,REGION-022,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-04893,REGION-073,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-10047,REGION-028,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-12737,REGION-046,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-09983,REGION-046,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-04826,REGION-069,0.554,HIGH,Перевод внутри страны - списание,transfer_bonus,Бонус 1% на переводы другим — отправляйте с выгодой!,100,3,push
CARD-16552,REGION-006,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-15951,REGION-059,0.554,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-05274,REGION-017,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-01353,REGION-064,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-16644,REGION-056,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-11842,REGION-046,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-13257,REGION-002,0.554,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-11221,REGION-002,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-03093,REGION-054,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-16779,REGION-072,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-04623,REGION-046,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-14347,REGION-006,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-04096,REGION-067,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-16786,REGION-055,0.554,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-06618,REGION-012,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-08521,REGION-046,0.554,HIGH,Возвраты/отмены - Оплаты,general_cashback,"Кэшбэк 2% на все оплаты — больше транзакций, больше выгоды!",100,3,push
CARD-08522,REGION-009,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-00534,REGION-034,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-14227,REGION-043,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-16986,REGION-024,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-03361,REGION-044,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-14173,REGION-046,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-16972,REGION-046,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-13087,REGION-030,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-03970,REGION-061,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-12043,REGION-015,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-14158,REGION-053,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-00209,REGION-004,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-13220,REGION-057,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-04461,REGION-064,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-06102,REGION-022,0.554,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-06296,REGION-024,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-11680,REGION-038,0.554,HIGH,Перевод внутри страны - списание,transfer_bonus,Бонус 1% на переводы другим — отправляйте с выгодой!,100,3,push
CARD-00460,REGION-006,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-13891,REGION-040,0.554,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-11528,REGION-031,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-13802,REGION-031,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-05758,REGION-052,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-11045,REGION-004,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-04013,REGION-040,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-13466,REGION-009,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-02874,REGION-054,0.554,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-02976,REGION-019,0.554,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-05877,REGION-032,0.554,HIGH,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,3,push
CARD-10994,REGION-067,0.544,HIGH,Кэш кредит Nasiya - пополнение,nasiya_loyalty,Бонус 500 сум за регулярное погашение Nasiya!,500,3,push
CARD-10391,REGION-009,0.544,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-12626,REGION-036,0.544,HIGH,Перевод внутри страны - списание,transfer_bonus,Бонус 1% на переводы другим — отправляйте с выгодой!,100,3,push
CARD-16261,REGION-020,0.544,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-05108,REGION-061,0.544,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-15889,REGION-015,0.544,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-09502,REGION-029,0.544,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-00848,REGION-031,0.544,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-05804,REGION-026,0.544,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-06428,REGION-004,0.544,HIGH,Возвраты/отмены - Оплаты,general_cashback,"Кэшбэк 2% на все оплаты — больше транзакций, больше выгоды!",100,3,push
CARD-03431,REGION-007,0.544,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-10325,REGION-073,0.544,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-03936,REGION-039,0.544,HIGH,Перевод внутри страны - списание,transfer_bonus,Бонус 1% на переводы другим — отправляйте с выгодой!,100,3,push
CARD-13653,REGION-052,0.544,HIGH,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,3,push
CARD-12300,REGION-038,0.544,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
CARD-10405,REGION-055,0.544,HIGH,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,3,push
